,,-0.1454470690,-0.1059339485,-0.1033199211,-0.0761753873,-0.0540675677,
,,,0.0371594468,-0.0616468528,-0.0409126672,0.0119041479,0.1207986725
-0.0423178347,,,,-0.0015320802,-0.0177531228,0.0206465874,0.0327794217
-0.0212903673,0.0419219495,,,,0.0099007979,0.0167016013,0.0017160904
-0.0308909250,-0.0269118192,-0.0125742668,,,,-0.0151922490,-0.0347561879
-0.0535934860,0.0204776248,0.0303495403,0.0317717263,,,,0.0127842818
-0.0873956390,-0.0112558958,-0.0274197099,0.0551501077,0.0096080939,,,
,0.0272908831,0.0232883076,0.0601272038,0.0340430133,0.0456003164,,
