,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.3205955085,0.3169259363,0.3129281242,0.3081669885,0.3029461944,0.2974965186,0.2919393965,0.2863169306,0.2806517464,0.2749636164,0.2692742498,0.2636045100,0.2579699167,0.2523777574,0.2468271475,0.2413121253,0.2358264965,0.2303680071,0.2249395131,0.2195464035,0.2141915945,0.2088705336,0.2035683175,0.1982599473,0.1929138763,0.1874985101,0.1819906142,0.1763834205,0.1706914129,0.1649494179,0.1592058103,0.1535120782,0.1479122108,0.1424350263,0.1370913501,0.1318765653,0.1267776384,0.1217823026,0.1168871985,0.1121020814,0.1074487340,0.1029551825,0.0986473803,0.0945413079,0.0906383683,0.0869258627,0.0833823053,0.0799851995,0.0767179485,0.0735734292,0.0705536912,0.0676668361,0.0649226338,0.0623282417,0.0598851818,0.0575884954,0.0554282874,0.0533927549,0.0514710863,0.0496549810,0.0479386456,0.0463179600,0.0447895229,0.0433498717,0.0419949880,0.0407203279,0.0395215655,0.0383957502,0.0373420606,0.0363614079,0.0354548647,0.0346216904,0.0338579623,0.0331564174,0.0325074751,0.0319009790,0.0313280600,0.0307825652,0.0302616226,0.0297651304,0.0292942904,0.0288496831,0.0284296573,0.0280297817,0.0276436931,0.0272650034,0.0268893624,0.0265156722,0.0261459021,0.0257836684,0.0254322815,0.0250930516,0.0247643583,0.0244416192,0.0241180347,0.0237858614,0.0234378788,0.0230686452,0.0226751619,0.0222567478,0.0218142053,0.0213486129,0.0208601989,0.0203476971,0.0198083865,0.0192387314,0.0186352717,0.0179953228,0.0173172063,0.0166000415,0.0158433335,0.0150465257,0.0142084703,0.0133267330,0.0123969306,0.0114126274,0.0103662246,0.0092506674,0.0080611280,0.0067957418,0.0054550619,0.0040406285,0.0025533093,0.0009918693,-0.0006479615,-0.0023735551,-0.0041941813,-0.0061185972,-0.0081523132,-0.0102958579,-0.0125449372,-0.0148924379,-0.0173315106,-0.0198587850,-0.0224768002,-0.0251946990,-0.0280264096,-0.0309863730,-0.0340841637,-0.0373202155,-0.0406845110,-0.0441586894,-0.0477205040,-0.0513488003,-0.0550273660,-0.0587467187,-0.0625036671,-0.0662990367,-0.0701342547,-0.0740076477,-0.0779114543,-0.0818306497,-0.0857443775,-0.0896298258,-0.0934670925,-0.0972428850,-0.1009514669,-0.1045928315,-0.1081695226,-0.1116838501,-0.1151364662,-0.1185262495,-0.1218510276,-0.1251088793,-0.1282999134,-0.1314280826,-0.1345020755,-0.1375343867,-0.1405385465,-0.1435255849,-0.1465012549,-0.1494650769,-0.1524113727,-0.1553315988,-0.1582162562,-0.1610532665,-0.1638195690,-0.1664492569,-0.1688164320,-0.1707594039,-0.1723680270,,,,,
,,,,,0.3341309905,0.3258770000,0.3221721253,0.3176090124,0.3123564793,0.3067186317,0.3009112915,0.2950280351,0.2891022465,0.2831522680,0.2771963412,0.2712546477,0.2653450867,0.2594788108,0.2536582395,0.2478783555,0.2421308485,0.2364094244,0.2307137303,0.2250497477,0.2194262636,0.2138490861,0.2083156694,0.2028123337,0.1973150010,0.1917933092,0.1862173795,0.1805659366,0.1748336553,0.1690350946,0.1632032941,0.1573830918,0.1516213811,0.1459575447,0.1404168646,0.1350084942,0.1297282920,0.1245655609,0.1195114872,0.1145662499,0.1097421046,0.1050613273,0.1005499517,0.0962297553,0.0921114550,0.0881916152,0.0844544589,0.0808778587,0.0774409828,0.0741304483,0.0709428543,0.0678835093,0.0649626470,0.0621907792,0.0595745094,0.0571138550,0.0548018818,0.0526267610,0.0505752288,0.0486357230,0.0467998896,0.0450623621,0.0434196439,0.0418689576,0.0404074414,0.0390317791,0.0377383921,0.0365242372,0.0353878124,0.0343295526,0.0333509817,0.0324527829,0.0316327423,0.0308846630,0.0301987947,0.0295635536,0.0289678244,0.0284030558,0.0278645331,0.0273514749,0.0268658968,0.0264105491,0.0259866052,0.0255920022,0.0252212041,0.0248665964,0.0245209481,0.0241798060,0.0238427043,0.0235126770,0.0231943857,0.0228917368,0.0226059165,0.0223344306,0.0220712974,0.0218082133,0.0215363067,0.0212479662,0.0209381891,0.0206050196,0.0202489559,0.0198715807,0.0194739505,0.0190553429,0.0186128150,0.0181417158,0.0176369172,0.0170942151,0.0165112668,0.0158876804,0.0152243273,0.0145222979,0.0137819275,0.0130020524,0.0121794742,0.0113087213,0.0103824273,0.0093925571,0.0083321951,0.0071970702,0.0059859999,0.0047000589,0.0033409769,0.0019094793,0.0004040147,-0.0011799381,-0.0028497483,-0.0046144114,-0.0064823347,-0.0084589171,-0.0105450512,-0.0127372664,-0.0150294122,-0.0174152323,-0.0198910928,-0.0224581644,-0.0251232708,-0.0278976795,-0.0307937728,-0.0338206120,-0.0369801528,-0.0402656580,-0.0436628146,-0.0471529105,-0.0507167868,-0.0543382829,-0.0580063164,-0.0617152792,-0.0654638654,-0.0692526815,-0.0730811385,-0.0769443889,-0.0808313933,-0.0847251550,-0.0886053541,-0.0924523475,-0.0962506840,-0.0999906401,-0.1036675780,-0.1072801223,-0.1108283929,-0.1143128908,-0.1177339338,-0.1210914656,-0.1243854414,-0.1276170885,-0.1307907597,-0.1339152995,-0.1370037143,-0.1400707885,-0.1431295185,-0.1461879024,-0.1492473617,-0.1523032817,-0.1553473130,-0.1583700452,-0.1613609653,-0.1643017029,-0.1671416377,-0.1697639701,-0.1720013623,-0.1737412620,-0.1765483913,,,,
,,,,,0.3367580749,0.3313016838,0.3271517593,0.3220284079,0.3162899599,0.3102446328,0.3040853597,0.2978802680,0.2916554310,0.2854260295,0.2792088282,0.2730218330,0.2668793903,0.2607881088,0.2547457541,0.2487435040,0.2427707741,0.2368207031,0.2308937588,0.2249975447,0.2191427155,0.2133368882,0.2075793057,0.2018583965,0.1961529812,0.1904366754,0.1846843971,0.1788794934,0.1730195868,0.1671191291,0.1612074381,0.1553226608,0.1495037333,0.1437829861,0.1381814229,0.1327076200,0.1273602812,0.1221336900,0.1170243715,0.1120365071,0.1071838083,0.1024869567,0.0979676657,0.0936418057,0.0895142913,0.0855776641,0.0818149276,0.0782055452,0.0747321912,0.0713855720,0.0681657303,0.0650799991,0.0621390011,0.0593522383,0.0567244070,0.0542533001,0.0519299770,0.0497412246,0.0476732380,0.0457147564,0.0438583575,0.0420998942,0.0404370353,0.0388679029,0.0373902447,0.0360011947,0.0346976400,0.0334771136,0.0323387298,0.0312833485,0.0303124252,0.0294258641,0.0286199723,0.0278866659,0.0272143967,0.0265903951,0.0260033206,0.0254454151,0.0249135444,0.0244088672,0.0239352049,0.0234965513,0.0230945203,0.0227267136,0.0223867692,0.0220661774,0.0217571085,0.0214549651,0.0211595089,0.0208741315,0.0206037143,0.0203520545,0.0201198357,0.0199037433,0.0196968600,0.0194901132,0.0192743025,0.0190420821,0.0187892633,0.0185149995,0.0182208026,0.0179087772,0.0175797439,0.0172319484,0.0168608346,0.0164599688,0.0160227564,0.0155442417,0.0150222175,0.0144571893,0.0138513043,0.0132068193,0.0125247346,0.0118039171,0.0110407264,0.0102291288,0.0093614245,0.0084296434,0.0074272595,0.0063504650,0.0051983403,0.0039718684,0.0026723709,0.0013000621,-0.0001469194,-0.0016729399,-0.0032846653,-0.0049900386,-0.0067965222,-0.0087092137,-0.0107296948,-0.0128561125,-0.0150843592,-0.0174098571,-0.0198294863,-0.0223432550,-0.0249551781,-0.0276727711,-0.0305049759,-0.0334591043,-0.0365379544,-0.0397381811,-0.0430504028,-0.0464608281,-0.0499537445,-0.0535140908,-0.0571294854,-0.0607913665,-0.0644951168,-0.0682391127,-0.0720226897,-0.0758433756,-0.0796943341,-0.0835632603,-0.0874334294,-0.0912864305,-0.0951052086,-0.0988761141,-0.1025895669,-0.1062398035,-0.1098243078,-0.1133430941,-0.1167977219,-0.1201902194,-0.1235225932,-0.1267975624,-0.1300203229,-0.1332001471,-0.1363504086,-0.1394864814,-0.1426222539,-0.1457667742,-0.1489223876,-0.1520850201,-0.1552464580,-0.1583975146,-0.1615293137,-0.1646281458,-0.1676584350,-0.1705180539,-0.1730380405,-0.1750291870,-0.1771014546,,,,
,,,,,0.3403629987,0.3361766267,0.3314929025,0.3258682531,0.3197015931,0.3133006963,0.3068286306,0.3003358251,0.2938410399,0.2873564898,0.2808972777,0.2744793876,0.2681145469,0.2618064514,0.2555500637,0.2493341938,0.2431464833,0.2369788781,0.2308311348,0.2247105672,0.2186280277,0.2125920251,0.2066036935,0.2006546915,0.1947286594,0.1888055481,0.1828674257,0.1769041349,0.1709171841,0.1649206034,0.1589384154,0.1529996661,0.1471328815,0.1413617198,0.1357026989,0.1301650316,0.1247523284,0.1194658602,0.1143085963,0.1092884717,0.1044191565,0.0997175871,0.0951991790,0.0908728338,0.0867379001,0.0827843364,0.0789960442,0.0753561293,0.0718520718,0.0684788432,0.0652390226,0.0621403579,0.0591920746,0.0564011814,0.0537696014,0.0512927731,0.0489602763,0.0467584777,0.0446741399,0.0426972958,0.0408221727,0.0390462445,0.0373684683,0.0357877667,0.0343022150,0.0329089452,0.0316046922,0.0303868080,0.0292542037,0.0282074142,0.0272473171,0.0263729272,0.0255794445,0.0248577106,0.0241954509,0.0235797625,0.0229998377,0.0224489997,0.0219255022,0.0214319149,0.0209732320,0.0205541895,0.0201766356,0.0198379709,0.0195313972,0.0192479622,0.0189795232,0.0187212799,0.0184727677,0.0182369904,0.0180182282,0.0178195215,0.0176407700,0.0174780011,0.0173239099,0.0171694186,0.0170057517,0.0168263702,0.0166281182,0.0164111683,0.0161777743,0.0159302862,0.0156691610,0.0153917095,0.0150920599,0.0147623780,0.0143949047,0.0139840006,0.0135273461,0.0130258126,0.0124821533,0.0118991835,0.0112782054,0.0106180994,0.0099151046,0.0091631819,0.0083549234,0.0074829369,0.0065413372,0.0055267026,0.0044380081,0.0032756172,0.0020399348,0.0007303425,-0.0006553613,-0.0021211087,-0.0036723471,-0.0053153614,-0.0070561525,-0.0088992537,-0.0108470220,-0.0128996670,-0.0150558424,-0.0173134819,-0.0196707161,-0.0221268158,-0.0246829468,-0.0273423399,-0.0301096034,-0.0329893085,-0.0359843182,-0.0390943802,-0.0423153440,-0.0456391613,-0.0490546494,-0.0525488289,-0.0561085733,-0.0597223120,-0.0633814807,-0.0670812237,-0.0708197643,-0.0745962645,-0.0784078626,-0.0822472539,-0.0861019983,-0.0899557484,-0.0937906026,-0.0975895432,-0.1013383591,-0.1050269427,-0.1086499050,-0.1122062832,-0.1156982627,-0.1191294377,-0.1225036707,-0.1258253768,-0.1291010368,-0.1323406799,-0.1355578974,-0.1387678364,-0.1419838876,-0.1452145163,-0.1484615449,-0.1517205329,-0.1549831726,-0.1582407850,-0.1614865488,-0.1647119679,-0.1678935385,-0.1709484958,-0.1737126954,-0.1759719182,-0.1777845462,,,,
,,,,0.3509640181,0.3440582803,0.3399796209,0.3347953331,0.3287479816,0.3222480276,0.3155848548,0.3088823173,0.3021759297,0.2954760560,0.2887909520,0.2821333477,0.2755175069,0.2689540855,0.2624463891,0.2559894354,0.2495720827,0.2431815534,0.2368086728,0.2304515248,0.2241157251,0.2178111269,0.2115466212,0.2053255744,0.1991439412,0.1929916732,0.1868566393,0.1807294484,0.1746074208,0.1684963542,0.1624095682,0.1563648334,0.1503807289,0.1444740721,0.1386591432,0.1329481660,0.1273519897,0.1218804711,0.1165429019,0.1113488842,0.1063092548,0.1014359938,0.0967404490,0.0922304173,0.0879075671,0.0837666008,0.0797966770,0.0759846071,0.0723186864,0.0687917929,0.0654026768,0.0621551388,0.0590556853,0.0561106593,0.0533236416,0.0506935715,0.0482140124,0.0458740380,0.0436607541,0.0415625157,0.0395713033,0.0376831969,0.0358971125,0.0342128851,0.0326297444,0.0311456074,0.0297571435,0.0284604706,0.0272522575,0.0261306847,0.0250955017,0.0241467723,0.0232827773,0.0224982434,0.0217839828,0.0211282210,0.0205190026,0.0199466846,0.0194057000,0.0188951578,0.0184181604,0.0179799516,0.0175853211,0.0172360742,0.0169295696,0.0166590379,0.0164156208,0.0161912205,0.0159808468,0.0157834552,0.0156010647,0.0154367244,0.0152922668,0.0151666824,0.0150555752,0.0149517673,0.0148468030,0.0147328705,0.0146045242,0.0144596090,0.0142990268,0.0141253861,0.0139409942,0.0137459150,0.0135368116,0.0133070346,0.0130479744,0.0127512052,0.0124105895,0.0120234806,0.0115905499,0.0111144087,0.0105977298,0.0100416658,0.0094450117,0.0088041293,0.0081134448,0.0073663768,0.0065565432,0.0056789134,0.0047304102,0.0037096513,0.0026160207,0.0014486574,0.0002058664,-0.0011149776,-0.0025172829,-0.0040050395,-0.0055825366,-0.0072539515,-0.0090229470,-0.0108924862,-0.0128648687,-0.0149417659,-0.0171240857,-0.0194117945,-0.0218039900,-0.0242993693,-0.0268969407,-0.0295966693,-0.0323997617,-0.0353083835,-0.0383247257,-0.0414495725,-0.0446807987,-0.0480123520,-0.0514341491,-0.0549330732,-0.0584949985,-0.0621074198,-0.0657617987,-0.0694544754,-0.0731854064,-0.0769550710,-0.0807609360,-0.0845950805,-0.0884438460,-0.0922893524,-0.0961121345,-0.0998941143,-0.1036212477,-0.1072851938,-0.1108834663,-0.1144180544,-0.1178933233,-0.1213144778,-0.1246874588,-0.1280200307,-0.1313228316,-0.1346090978,-0.1378926650,-0.1411849764,-0.1444924165,-0.1478150910,-0.1511475690,-0.1544814787,-0.1578091869,-0.1611265920,-0.1644310111,-0.1677094813,-0.1709030602,-0.1738622738,-0.1763653884,-0.1782553491,-0.1802528508,,,
,,,,0.3508769159,0.3464337516,0.3421184106,0.3365657375,0.3302318590,0.3235367862,0.3167423816,0.3099331585,0.3031280814,0.2963273875,0.2895334257,0.2827550267,0.2760042044,0.2692912239,0.2626207962,0.2559905354,0.2493920753,0.2428145487,0.2362491938,0.2296930951,0.2231502414,0.2166293806,0.2101398768,0.2036877906,0.1972741448,0.1908960782,0.1845501284,0.1782359287,0.1719584738,0.1657278171,0.1595563772,0.1534553974,0.1474327273,0.1414933632,0.1356423583,0.1298880589,0.1242434673,0.1187250224,0.1133499112,0.1081336339,0.1030886597,0.0982237997,0.0935436195,0.0890478708,0.0847315686,0.0805862179,0.0766020074,0.0727702417,0.0690852187,0.0655450361,0.0621511903,0.0589072277,0.0558169987,0.0528830288,0.0501052305,0.0474800112,0.0450000269,0.0426550395,0.0404339858,0.0383275115,0.0363296887,0.0344380541,0.0326522055,0.0309719817,0.0293961570,0.0279219692,0.0265453554,0.0252617134,0.0240669736,0.0229585060,0.0219351943,0.0209963347,0.0201398071,0.0193605750,0.0186504454,0.0179992546,0.0173968812,0.0168352414,0.0163096587,0.0158193390,0.0153668487,0.0149566055,0.0145926534,0.0142764098,0.0140053214,0.0137731157,0.0135715969,0.0133931418,0.0132327143,0.0130885449,0.0129613485,0.0128526191,0.0127628044,0.0126900352,0.0126297620,0.0125753369,0.0125193192,0.0124550941,0.0123782782,0.0122874094,0.0121836288,0.0120694026,0.0119466930,0.0118152105,0.0116713913,0.0115085191,0.0113180106,0.0110914304,0.0108224594,0.0105080162,0.0101480937,0.0097444816,0.0092990473,0.0088123304,0.0082828730,0.0077072718,0.0070807145,0.0063977917,0.0056534073,0.0048435229,0.0039653993,0.0030171878,0.0019971389,0.0009029682,-0.0002682409,-0.0015196698,-0.0028543152,-0.0042747734,-0.0057833094,-0.0073821151,-0.0090736799,-0.0108611751,-0.0127486054,-0.0147404252,-0.0168405533,-0.0190511473,-0.0213717523,-0.0237993265,-0.0263292759,-0.0289572078,-0.0316807740,-0.0345007956,-0.0374210086,-0.0404463020,-0.0435800119,-0.0468212793,-0.0501634740,-0.0535943535,-0.0570981301,-0.0606589826,-0.0642648212,-0.0679096789,-0.0715934781,-0.0753191191,-0.0790881784,-0.0828971059,-0.0867353721,-0.0905860296,-0.0944282795,-0.0982411545,-0.1020072195,-0.1057151516,-0.1093603957,-0.1129439080,-0.1164699458,-0.1199442733,-0.1233736362,-0.1267662708,-0.1301323871,-0.1334836035,-0.1368311165,-0.1401832854,-0.1435437004,-0.1469105811,-0.1502778592,-0.1536378411,-0.1569848458,-0.1603182400,-0.1636414466,-0.1669517148,-0.1702130556,-0.1732952627,-0.1759759800,-0.1780186569,-0.1795496668,,,
,,,,0.3499921031,0.3466073245,0.3420926730,0.3363467650,0.3298995960,0.3231773669,0.3164089574,0.3096458412,0.3028884179,0.2961250789,0.2893499547,0.2825655769,0.2757795944,0.2690003879,0.2622335685,0.2554800974,0.2487363813,0.2419963435,0.2352547930,0.2285106448,0.2217683875,0.2150370439,0.2083272912,0.2016484607,0.1950071335,0.1884080385,0.1818565820,0.1753613240,0.1689345846,0.1625902764,0.1563397337,0.1501878853,0.1441324761,0.1381675581,0.1322898075,0.1265042071,0.1208258592,0.1152770917,0.1098817614,0.1046597546,0.0996237044,0.0947781850,0.0901206326,0.0856433042,0.0813359249,0.0771885895,0.0731941557,0.0693493734,0.0656545311,0.0621120433,0.0587247294,0.0554944453,0.0524213883,0.0495039710,0.0467388665,0.0441209267,0.0416431336,0.0392971024,0.0370744026,0.0349682075,0.0329742939,0.0310907598,0.0293167350,0.0276509650,0.0260909836,0.0246330026,0.0232722901,0.0220038480,0.0208232627,0.0197274161,0.0187145527,0.0177834266,0.0169318825,0.0161557129,0.0154484907,0.0148024347,0.0142097961,0.0136641676,0.0131613945,0.0126999944,0.0122809799,0.0119069310,0.0115803738,0.0113019644,0.0110692976,0.0108769877,0.0107180251,0.0105857187,0.0104752579,0.0103842263,0.0103120045,0.0102585072,0.0102228667,0.0102025462,0.0101931241,0.0101887650,0.0101832164,0.0101710235,0.0101485690,0.0101145602,0.0100697402,0.0100158573,0.0099541961,0.0098841548,0.0098023845,0.0097028453,0.0095778311,0.0094196247,0.0092221504,0.0089819366,0.0086980087,0.0083708522,0.0080010239,0.0075880651,0.0071300681,0.0066238432,0.0060654268,0.0054506936,0.0047759122,0.0040380674,0.0032347643,0.0023637042,0.0014220433,0.0004061069,-0.0006882741,-0.0018649833,-0.0031268728,-0.0044754693,-0.0059112719,-0.0074345397,-0.0090463388,-0.0107495000,-0.0125490147,-0.0144514559,-0.0164633870,-0.0185892614,-0.0208296806,-0.0231808455,-0.0256356310,-0.0281860912,-0.0308265507,-0.0335560134,-0.0363787251,-0.0393024411,-0.0423349491,-0.0454801417,-0.0487351040,-0.0520893384,-0.0555265819,-0.0590287919,-0.0625809376,-0.0661746532,-0.0698090930,-0.0734885280,-0.0772177381,-0.0809971747,-0.0848197752,-0.0886704489,-0.0925282229,-0.0963702122,-0.1001760576,-0.1039313341,-0.1076288485,-0.1112677236,-0.1148512062,-0.1183845735,-0.1218740377,-0.1253265959,-0.1287500714,-0.1321526065,-0.1355414411,-0.1389214119,-0.1422938423,-0.1456563623,-0.1490039520,-0.1523312554,-0.1556358412,-0.1589212250,-0.1621967900,-0.1654693746,-0.1687213057,-0.1718433857,-0.1746177942,-0.1767726524,-0.1781988404,,,
,,,,0.3475379669,0.3443123389,0.3396414821,0.3338197185,0.3274154354,0.3208339914,0.3142556007,0.3077018392,0.3011537728,0.2945869313,0.2879851451,0.2813416249,0.2746558576,0.2679302500,0.2611677840,0.2543707776,0.2475406336,0.2406785364,0.2337869201,0.2268710852,0.2199400376,0.2130059530,0.2060825316,0.1991832865,0.1923208998,0.1855080748,0.1787592445,0.1720916633,0.1655243472,0.1590743229,0.1527514404,0.1465546347,0.1404726370,0.1344900682,0.1285965628,0.1227943169,0.1171000444,0.1115404954,0.1061441712,0.1009333346,0.0959193190,0.0911019090,0.0864719085,0.0820155063,0.0777191056,0.0735733192,0.0695749613,0.0657264886,0.0620333953,0.0585009251,0.0551315781,0.0519242583,0.0488749789,0.0459783182,0.0432286375,0.0406204963,0.0381484490,0.0358068874,0.0335904035,0.0314944688,0.0295157742,0.0276518265,0.0259000687,0.0242571771,0.0227189293,0.0212805192,0.0199369787,0.0186835674,0.0175161804,0.0164317153,0.0154281025,0.0145037763,0.0136567826,0.0128840612,0.0121813243,0.0115434970,0.0109653538,0.0104420618,0.0099696203,0.0095452727,0.0091677640,0.0088371201,0.0085537699,0.0083172848,0.0081253901,0.0079738311,0.0078571736,0.0077700568,0.0077082133,0.0076687987,0.0076500203,0.0076503780,0.0076679010,0.0076996498,0.0077416067,0.0077889592,0.0078366962,0.0078803502,0.0079166543,0.0079438790,0.0079616912,0.0079705233,0.0079706156,0.0079610260,0.0079389512,0.0078996420,0.0078370066,0.0077447244,0.0076174306,0.0074514563,0.0072448030,0.0069964357,0.0067053344,0.0063698109,0.0059873435,0.0055548466,0.0050691112,0.0045271879,0.0039265903,0.0032652327,0.0025410500,0.0017513927,0.0008925146,-0.0000404447,-0.0010528061,-0.0021492579,-0.0033328422,-0.0046045086,-0.0059634708,-0.0074083103,-0.0089385279,-0.0105560288,-0.0122658862,-0.0140758388,-0.0159944227,-0.0180282677,-0.0201795767,-0.0224448997,-0.0248159370,-0.0272823558,-0.0298357086,-0.0324728941,-0.0351976076,-0.0380189969,-0.0409479212,-0.0439922017,-0.0471526325,-0.0504212500,-0.0537826087,-0.0572177743,-0.0607096615,-0.0642476446,-0.0678295042,-0.0714598559,-0.0751457372,-0.0788911929,-0.0826929570,-0.0865387200,-0.0904084443,-0.0942781565,-0.0981248322,-0.1019306227,-0.1056849960,-0.1093843642,-0.1130299321,-0.1166251329,-0.1201737811,-0.1236793000,-0.1271446884,-0.1305726734,-0.1339656832,-0.1373255673,-0.1406532038,-0.1439482726,-0.1472096115,-0.1504365869,-0.1536315851,-0.1568028400,-0.1599651932,-0.1631338935,-0.1663059915,-0.1693983063,-0.1722087812,-0.1744472882,-0.1759373767,,,
,,,0.3406690839,0.3427953227,0.3394109295,0.3345878689,0.3287774103,0.3225498752,0.3162585952,0.3100216503,0.3038320002,0.2976524663,0.2914457338,0.2851838047,0.2788473763,0.2724229453,0.2659009786,0.2592757905,0.2525463330,0.2457168038,0.2387964839,0.2317988880,0.2247406085,0.2176401295,0.2105167637,0.2033899160,0.1962789562,0.1892038389,0.1821861882,0.1752500783,0.1684214499,0.1617252887,0.1551806212,0.1487949724,0.1425613299,0.1364605169,0.1304694775,0.1245724096,0.1187693950,0.1130781092,0.1075279118,0.1021495761,0.0969655807,0.0919846713,0.0872017875,0.0826022726,0.0781682907,0.0738852245,0.0697460588,0.0657524053,0.0619120407,0.0582342697,0.0547253093,0.0513856692,0.0482103126,0.0451909678,0.0423190711,0.0395878501,0.0369928525,0.0345312377,0.0322007198,0.0299988709,0.0279228683,0.0259693401,0.0241341001,0.0224119731,0.0207970435,0.0192833234,0.0178654326,0.0165388796,0.0152999357,0.0141454201,0.0130726342,0.0120793683,0.0111637744,0.0103240808,0.0095583407,0.0088643490,0.0082396306,0.0076813198,0.0071859599,0.0067494993,0.0063677029,0.0060368293,0.0057541083,0.0055176297,0.0053256946,0.0051760837,0.0050657303,0.0049909393,0.0049479039,0.0049331354,0.0049435860,0.0049765035,0.0050291918,0.0050988163,0.0051822958,0.0052762686,0.0053771290,0.0054811487,0.0055846895,0.0056844698,0.0057778012,0.0058626907,0.0059377266,0.0060017396,0.0060533175,0.0060903312,0.0061096695,0.0061073319,0.0060788865,0.0060200919,0.0059273608,0.0057978175,0.0056289582,0.0054181856,0.0051625508,0.0048588513,0.0045039772,0.0040952645,0.0036306636,0.0031086451,0.0025278400,0.0018864583,0.0011816415,0.0004090443,-0.0004370261,-0.0013627961,-0.0023737616,-0.0034734663,-0.0046628411,-0.0059404353,-0.0073035846,-0.0087502429,-0.0102808973,-0.0118997940,-0.0136147823,-0.0154355330,-0.0173705588,-0.0194240860,-0.0215940895,-0.0238725250,-0.0262479975,-0.0287100397,-0.0312533317,-0.0338800481,-0.0365992244,-0.0394232683,-0.0423629030,-0.0454224264,-0.0485970499,-0.0518733577,-0.0552328391,-0.0586572869,-0.0621340499,-0.0656590576,-0.0692363780,-0.0728744782,-0.0765806717,-0.0803558538,-0.0841913908,-0.0880691871,-0.0919648399,-0.0958527012,-0.0997109406,-0.1035247360,-0.1072866246,-0.1109943937,-0.1146479044,-0.1182464154,-0.1217873824,-0.1252668497,-0.1286808867,-0.1320272284,-0.1353063273,-0.1385213745,-0.1416774314,-0.1447804252,-0.1478370226,-0.1508560272,-0.1538508910,-0.1568412872,-0.1598493053,-0.1628843032,-0.1658930353,-0.1687009776,-0.1710171626,-0.1726124258,-0.1706172895,,
,,,0.3351666255,0.3352909271,0.3317175689,0.3268083903,0.3211173031,0.3151867890,0.3093057246,0.3035336443,0.2978386506,0.2921681841,0.2864730121,0.2807123613,0.2748515736,0.2688594091,0.2627080689,0.2563761302,0.2498526307,0.2431398851,0.2362534088,0.2292189113,0.2220676772,0.2148321514,0.2075431930,0.2002296006,0.1929195177,0.1856425555,0.1784312198,0.1713205503,0.1643455047,0.1575362651,0.1509123866,0.1444777214,0.1382188918,0.1321096360,0.1261209066,0.1202331448,0.1144451121,0.1087748995,0.1032527455,0.0979094295,0.0927656782,0.0878266787,0.0830828915,0.0785157941,0.0741058453,0.0698397082,0.0657142847,0.0617363031,0.0579179251,0.0542704869,0.0507992256,0.0475011769,0.0443667384,0.0413836266,0.0385410610,0.0358323230,0.0332550122,0.0308095492,0.0284970809,0.0263177394,0.0242696070,0.0223483202,0.0205472326,0.0188581857,0.0172728156,0.0157839540,0.0143864645,0.0130771307,0.0118538217,0.0107145737,0.0096571226,0.0086789706,0.0077777381,0.0069515271,0.0061991398,0.0055200405,0.0049139341,0.0043799759,0.0039159255,0.0035177492,0.0031799946,0.0028967790,0.0026628348,0.0024740783,0.0023275519,0.0022209902,0.0021523678,0.0021196060,0.0021204001,0.0021520774,0.0022115016,0.0022951260,0.0023992470,0.0025203634,0.0026554529,0.0028020023,0.0029577665,0.0031203697,0.0032869482,0.0034540156,0.0036176282,0.0037737840,0.0039188862,0.0040500709,0.0041652579,0.0042628986,0.0043415347,0.0043993740,0.0044340693,0.0044427479,0.0044221720,0.0043688604,0.0042791037,0.0041489641,0.0039744086,0.0037516202,0.0034773752,0.0031492992,0.0027658643,0.0023260980,0.0018290514,0.0012731245,0.0006554209,-0.0000286172,-0.0007850425,-0.0016206050,-0.0025414843,-0.0035519521,-0.0046534598,-0.0058445751,-0.0071219586,-0.0084822279,-0.0099241662,-0.0114504510,-0.0130680702,-0.0147869638,-0.0166171032,-0.0185649662,-0.0206308276,-0.0228081818,-0.0250858499,-0.0274521706,-0.0298996643,-0.0324282266,-0.0350454534,-0.0377638649,-0.0405960341,-0.0435494299,-0.0466228782,-0.0498059715,-0.0530817246,-0.0564316102,-0.0598411800,-0.0633041548,-0.0668233558,-0.0704080366,-0.0740685573,-0.0778103284,-0.0816291866,-0.0855098499,-0.0894280206,-0.0933553504,-0.0972652951,-0.1011374816,-0.1049589415,-0.1087221364,-0.1124212428,-0.1160488250,-0.1195945697,-0.1230465710,-0.1263944293,-0.1296326586,-0.1327628399,-0.1357935911,-0.1387385275,-0.1416134527,-0.1444344544,-0.1472180698,-0.1499834123,-0.1527544389,-0.1555583721,-0.1584141340,-0.1612954071,-0.1640597843,-0.1664321328,-0.1681338729,-0.1676794214,,
